"Date(UTC)","UnixTimeStamp","Value"
"6/5/2019","1559692800","162120.4283"
"6/6/2019","1559779200","168419.0153"
"6/7/2019","1559865600","167649.4198"
"6/8/2019","1559952000","163030.2239"
"6/9/2019","1560038400","159778.6588"
"6/10/2019","1560124800","163745.7268"
"6/11/2019","1560211200","161584.9525"
"6/12/2019","1560297600","161245.1261"
"6/13/2019","1560384000","158745.7391"
"6/14/2019","1560470400","159829.0172"
"6/15/2019","1560556800","160137.3641"
"6/16/2019","1560643200","160811.7646"
"6/17/2019","1560729600","161713.7849"
"6/18/2019","1560816000","160000.6762"
"6/19/2019","1560902400","163011.8685"
"6/20/2019","1560988800","162069.9412"
"6/21/2019","1561075200","159418.4325"
"6/22/2019","1561161600","159827.2427"
"6/23/2019","1561248000","162318.9054"
"6/24/2019","1561334400","166178.5326"
"6/25/2019","1561420800","167034.8124"
"6/26/2019","1561507200","174451.6268"
"6/27/2019","1561593600","172580.4660"
"6/28/2019","1561680000","169995.0119"
"6/29/2019","1561766400","174666.3416"
"6/30/2019","1561852800","174456.9459"
"7/1/2019","1561939200","172460.4335"
"7/2/2019","1562025600","175169.9131"
"7/3/2019","1562112000","169411.2432"
"7/4/2019","1562198400","168938.6016"
"7/5/2019","1562284800","169048.8549"
"7/6/2019","1562371200","174383.7818"
"7/7/2019","1562457600","171995.4145"
"7/8/2019","1562544000","170731.7849"
"7/9/2019","1562630400","174574.8690"
"7/10/2019","1562716800","175227.6061"
"7/11/2019","1562803200","179304.7615"
"7/12/2019","1562889600","179359.1291"
"7/13/2019","1562976000","178738.4731"
"7/14/2019","1563062400","182054.5074"
"7/15/2019","1563148800","180056.6460"
"7/16/2019","1563235200","174846.4557"
"7/17/2019","1563321600","179646.5336"
"7/18/2019","1563408000","179801.3623"
"7/19/2019","1563494400","173673.0553"
"7/20/2019","1563580800","177854.7534"
"7/21/2019","1563667200","173257.4950"
"7/22/2019","1563753600","172778.6891"
"7/23/2019","1563840000","175478.3440"
"7/24/2019","1563926400","176912.3762"
"7/25/2019","1564012800","175360.1291"
"7/26/2019","1564099200","174397.9111"
"7/27/2019","1564185600","179382.5403"
"7/28/2019","1564272000","176411.9848"
"7/29/2019","1564358400","175646.1396"
"7/30/2019","1564444800","180307.3545"
"7/31/2019","1564531200","174941.3510"
"8/1/2019","1564617600","173228.7337"
"8/2/2019","1564704000","176081.4457"
"8/3/2019","1564790400","178405.7882"
"8/4/2019","1564876800","180738.4185"
"8/5/2019","1564963200","183235.7199"
"8/6/2019","1565049600","182823.2826"
"8/7/2019","1565136000","184308.3472"
"8/8/2019","1565222400","182923.0343"
"8/9/2019","1565308800","181114.8757"
"8/10/2019","1565395200","186207.4469"
"8/11/2019","1565481600","181715.4689"
"8/12/2019","1565568000","184513.6914"
"8/13/2019","1565654400","183968.9350"
"8/14/2019","1565740800","182841.3072"
"8/15/2019","1565827200","182862.8915"
"8/16/2019","1565913600","182737.0873"
"8/17/2019","1566000000","186578.2674"
"8/18/2019","1566086400","179556.5396"
"8/19/2019","1566172800","179945.7710"
"8/20/2019","1566259200","178785.0863"
"8/21/2019","1566345600","177566.9045"
"8/22/2019","1566432000","171272.3935"
"8/23/2019","1566518400","177598.6117"
"8/24/2019","1566604800","173067.8396"
"8/25/2019","1566691200","174801.3614"
"8/26/2019","1566777600","177089.2406"
"8/27/2019","1566864000","170420.4691"
"8/28/2019","1566950400","173711.3269"
"8/29/2019","1567036800","179236.6472"
"8/30/2019","1567123200","180476.1969"
"8/31/2019","1567209600","177978.4232"
"9/1/2019","1567296000","176687.9581"
"9/2/2019","1567382400","178611.1120"
"9/3/2019","1567468800","179057.3439"
"9/4/2019","1567555200","175086.6283"
"9/5/2019","1567641600","178184.2536"
"9/6/2019","1567728000","172733.3243"
"9/7/2019","1567814400","181098.5111"
"9/8/2019","1567900800","180477.0910"
"9/9/2019","1567987200","177112.0631"
"9/10/2019","1568073600","178378.5661"
"9/11/2019","1568160000","179039.0460"
"9/12/2019","1568246400","185563.6201"
"9/13/2019","1568332800","181414.6861"
"9/14/2019","1568419200","184795.1620"
"9/15/2019","1568505600","183581.7865"
"9/16/2019","1568592000","189304.7567"
"9/17/2019","1568678400","192000.1552"
"9/18/2019","1568764800","196018.5435"
"9/19/2019","1568851200","190494.7857"
"9/20/2019","1568937600","193637.0258"
"9/21/2019","1569024000","198978.4597"
"9/22/2019","1569110400","192734.9286"
"9/23/2019","1569196800","199333.5360"
"9/24/2019","1569283200","191290.0079"
"9/25/2019","1569369600","196682.8169"
"9/26/2019","1569456000","197297.1021"
"9/27/2019","1569542400","194629.5574"
"9/28/2019","1569628800","195699.3392"
"9/29/2019","1569715200","194449.6847"
"9/30/2019","1569801600","193290.9662"
"10/1/2019","1569888000","194142.7961"
"10/2/2019","1569974400","188135.7534"
"10/3/2019","1570060800","186885.8356"
"10/4/2019","1570147200","188236.1630"
"10/5/2019","1570233600","188788.1289"
"10/6/2019","1570320000","189711.3362"
"10/7/2019","1570406400","187555.9301"
"10/8/2019","1570492800","186244.7815"
"10/9/2019","1570579200","185639.6907"
"10/10/2019","1570665600","188842.2452"
"10/11/2019","1570752000","193819.3686"
"10/12/2019","1570838400","187123.4417"
"10/13/2019","1570924800","192904.6556"
"10/14/2019","1571011200","188728.8483"
"10/15/2019","1571097600","199635.4789"
"10/16/2019","1571184000","193962.3520"
"10/17/2019","1571270400","193195.3343"
"10/18/2019","1571356800","187021.2994"
"10/19/2019","1571443200","193141.7473"
"10/20/2019","1571529600","193542.0555"
"10/21/2019","1571616000","186014.7475"
"10/22/2019","1571702400","187596.6071"
"10/23/2019","1571788800","194378.8577"
"10/24/2019","1571875200","189521.9698"
"10/25/2019","1571961600","182920.1315"
"10/26/2019","1572048000","187611.5163"
"10/27/2019","1572134400","182320.5677"
"10/28/2019","1572220800","184699.5557"
"10/29/2019","1572307200","185683.4638"
"10/30/2019","1572393600","188925.8577"
"10/31/2019","1572480000","188955.6530"
"11/1/2019","1572566400","190522.2155"
"11/2/2019","1572652800","187497.2537"
"11/3/2019","1572739200","186341.3478"
"11/4/2019","1572825600","183158.2215"
"11/5/2019","1572912000","185653.8604"
"11/6/2019","1572998400","188146.3516"
"11/7/2019","1573084800","187902.6798"
"11/8/2019","1573171200","186125.1496"
"11/9/2019","1573257600","185629.0391"
"11/10/2019","1573344000","185993.7726"
"11/11/2019","1573430400","183827.7149"
"11/12/2019","1573516800","186497.6129"
"11/13/2019","1573603200","189834.3566"
"11/14/2019","1573689600","185732.0410"
"11/15/2019","1573776000","184339.1196"
"11/16/2019","1573862400","180723.6621"
"11/17/2019","1573948800","185684.0567"
"11/18/2019","1574035200","186160.7828"
"11/19/2019","1574121600","175333.3710"
"11/20/2019","1574208000","173702.3998"
"11/21/2019","1574294400","183109.0627"
"11/22/2019","1574380800","178083.5605"
"11/23/2019","1574467200","180500.2788"
"11/24/2019","1574553600","180480.0363"
"11/25/2019","1574640000","183588.5360"
"11/26/2019","1574726400","168897.6230"
"11/27/2019","1574812800","174877.5321"
"11/28/2019","1574899200","174311.4474"
"11/29/2019","1574985600","174000.1415"
"11/30/2019","1575072000","176390.3669"
"12/1/2019","1575158400","172298.0926"
"12/2/2019","1575244800","175854.8519"
"12/3/2019","1575331200","178911.1430"
"12/4/2019","1575417600","175050.2398"
"12/5/2019","1575504000","172730.8160"
"12/6/2019","1575590400","171233.5507"
"12/7/2019","1575676800","176272.2813"
"12/8/2019","1575763200","169367.0811"
"12/9/2019","1575849600","172054.7120"
"12/10/2019","1575936000","179249.6091"
"12/11/2019","1576022400","171878.7392"
"12/12/2019","1576108800","174150.7808"
"12/13/2019","1576195200","174481.2401"
"12/14/2019","1576281600","175955.0134"
"12/15/2019","1576368000","174569.0659"
"12/16/2019","1576454400","172713.1110"
"12/17/2019","1576540800","165001.0049"
"12/18/2019","1576627200","157833.9578"
"12/19/2019","1576713600","157333.8268"
"12/20/2019","1576800000","152167.8760"
"12/21/2019","1576886400","156301.3854"
"12/22/2019","1576972800","153702.3630"
"12/23/2019","1577059200","154446.2514"
"12/24/2019","1577145600","154675.0497"
"12/25/2019","1577232000","150677.2825"
"12/26/2019","1577318400","150043.9567"
"12/27/2019","1577404800","151261.3112"
"12/28/2019","1577491200","154481.3106"
"12/29/2019","1577577600","154880.2767"
"12/30/2019","1577664000","154669.2561"
"12/31/2019","1577750400","152624.5334"
"1/1/2020","1577836800","147405.0591"
"1/2/2020","1577923200","153540.7797"
"1/3/2020","1578009600","157936.4610"
"1/4/2020","1578096000","166126.2541"
"1/5/2020","1578182400","160833.3584"
"1/6/2020","1578268800","163488.3609"
"1/7/2020","1578355200","167175.9771"
"1/8/2020","1578441600","163834.6991"
"1/9/2020","1578528000","159783.4716"
"1/10/2020","1578614400","165545.2952"
"1/11/2020","1578700800","166705.0085"
"1/12/2020","1578787200","165169.4178"
"1/13/2020","1578873600","165180.9953"
"1/14/2020","1578960000","164961.5290"
"1/15/2020","1579046400","167670.5050"
"1/16/2020","1579132800","165250.7085"
"1/17/2020","1579219200","167107.4379"
"1/18/2020","1579305600","164400.5557"
"1/19/2020","1579392000","165779.1695"
"1/20/2020","1579478400","165912.9610"
"1/21/2020","1579564800","167454.6893"
"1/22/2020","1579651200","164662.2315"
"1/23/2020","1579737600","166597.4955"
"1/24/2020","1579824000","168238.2329"
"1/25/2020","1579910400","165886.0094"
"1/26/2020","1579996800","163876.5952"
"1/27/2020","1580083200","165508.1396"
"1/28/2020","1580169600","162239.4780"
"1/29/2020","1580256000","166197.8155"
"1/30/2020","1580342400","162017.7441"
"1/31/2020","1580428800","163956.0520"
"2/1/2020","1580515200","161285.6779"
"2/2/2020","1580601600","166373.2284"
"2/3/2020","1580688000","165951.0448"
"2/4/2020","1580774400","169235.5531"
"2/5/2020","1580860800","166350.6544"
"2/6/2020","1580947200","167236.1033"
"2/7/2020","1581033600","166976.9560"
"2/8/2020","1581120000","169782.3201"
"2/9/2020","1581206400","167141.6776"
"2/10/2020","1581292800","169133.5830"
"2/11/2020","1581379200","171016.5903"
"2/12/2020","1581465600","171999.2678"
"2/13/2020","1581552000","174669.8601"
"2/14/2020","1581638400","176201.7851"
"2/15/2020","1581724800","175960.8209"
"2/16/2020","1581811200","177480.6060"
"2/17/2020","1581897600","177058.5556"
"2/18/2020","1581984000","178181.3898"
"2/19/2020","1582070400","186380.1308"
"2/20/2020","1582156800","179729.8399"
"2/21/2020","1582243200","176910.3998"
"2/22/2020","1582329600","181624.5650"
"2/23/2020","1582416000","180174.6165"
"2/24/2020","1582502400","182405.6804"
"2/25/2020","1582588800","177630.0342"
"2/26/2020","1582675200","179982.0467"
"2/27/2020","1582761600","186077.8083"
"2/28/2020","1582848000","181946.0373"
"2/29/2020","1582934400","182091.2526"
"3/1/2020","1583020800","179991.3884"
"3/2/2020","1583107200","178671.1802"
"3/3/2020","1583193600","180471.7872"
"3/4/2020","1583280000","182760.3248"
"3/5/2020","1583366400","181102.9681"
"3/6/2020","1583452800","178353.2062"
"3/7/2020","1583539200","181256.3073"
"3/8/2020","1583625600","185905.5478"
"3/9/2020","1583712000","181825.0150"
"3/10/2020","1583798400","182248.8650"
"3/11/2020","1583884800","179478.6731"
"3/12/2020","1583971200","181893.0697"
"3/13/2020","1584057600","175549.6073"
"3/14/2020","1584144000","172709.6044"
"3/15/2020","1584230400","173963.8993"
"3/16/2020","1584316800","174899.7895"
"3/17/2020","1584403200","170012.8814"
"3/18/2020","1584489600","174364.8188"
"3/19/2020","1584576000","174894.1210"
"3/20/2020","1584662400","174054.6792"
"3/21/2020","1584748800","180106.6438"
"3/22/2020","1584835200","171178.0093"
"3/23/2020","1584921600","175188.2453"
"3/24/2020","1585008000","177982.9948"
"3/25/2020","1585094400","175666.9651"
"3/26/2020","1585180800","176100.0611"
"3/27/2020","1585267200","176455.2315"
"3/28/2020","1585353600","175777.2138"
"3/29/2020","1585440000","179550.9457"
"3/30/2020","1585526400","178537.4684"
"3/31/2020","1585612800","173915.7244"
"4/1/2020","1585699200","175437.1217"
"4/2/2020","1585785600","179392.9219"
"4/3/2020","1585872000","176900.7739"
"4/4/2020","1585958400","173156.1962"
"4/5/2020","1586044800","175373.6226"
"4/6/2020","1586131200","169202.2306"
"4/7/2020","1586217600","175025.1447"
"4/8/2020","1586304000","175128.6673"
"4/9/2020","1586390400","175967.1102"
"4/10/2020","1586476800","179741.0364"
"4/11/2020","1586563200","172886.6181"
"4/12/2020","1586649600","179009.2760"
"4/13/2020","1586736000","177007.9711"
"4/14/2020","1586822400","180310.8990"
"4/15/2020","1586908800","179367.6687"
"4/16/2020","1586995200","180755.6439"
"4/17/2020","1587081600","177414.4765"
"4/18/2020","1587168000","178317.7031"
"4/19/2020","1587254400","174688.5976"
"4/20/2020","1587340800","174358.8137"
"4/21/2020","1587427200","176861.6965"
"4/22/2020","1587513600","176800.2512"
"4/23/2020","1587600000","180267.5215"
"4/24/2020","1587686400","177248.1154"
"4/25/2020","1587772800","175986.0193"
"4/26/2020","1587859200","176996.6145"
"4/27/2020","1587945600","173346.0474"
"4/28/2020","1588032000","172852.1464"
"4/29/2020","1588118400","179635.5417"
"4/30/2020","1588204800","182026.9342"
"5/1/2020","1588291200","187072.9465"
"5/2/2020","1588377600","185525.6094"
"5/3/2020","1588464000","180677.0771"
"5/4/2020","1588550400","187491.3243"
"5/5/2020","1588636800","186883.6871"
"5/6/2020","1588723200","180890.2501"
"5/7/2020","1588809600","178858.6722"
"5/8/2020","1588896000","182842.5816"
"5/9/2020","1588982400","181423.8739"
"5/10/2020","1589068800","179648.2506"
"5/11/2020","1589155200","180380.3095"
"5/12/2020","1589241600","180024.9859"
"5/13/2020","1589328000","179815.0142"
"5/14/2020","1589414400","182810.0862"
"5/15/2020","1589500800","184975.6186"
"5/16/2020","1589587200","180021.6285"
"5/17/2020","1589673600","186270.6822"
"5/18/2020","1589760000","179821.4184"
"5/19/2020","1589846400","177233.7735"
"5/20/2020","1589932800","183119.6911"
"5/21/2020","1590019200","178439.1463"
"5/22/2020","1590105600","178254.4489"
"5/23/2020","1590192000","183802.3927"
"5/24/2020","1590278400","182768.8961"
"5/25/2020","1590364800","178237.2261"
"5/26/2020","1590451200","179206.0128"
"5/27/2020","1590537600","182878.1103"
"5/28/2020","1590624000","178634.5644"
"5/29/2020","1590710400","181030.9257"
"5/30/2020","1590796800","183447.9762"
"5/31/2020","1590883200","186409.6740"
"6/1/2020","1590969600","182664.2025"
"6/2/2020","1591056000","185110.4610"
"6/3/2020","1591142400","186574.1541"
"6/4/2020","1591228800","187369.4002"
"6/5/2020","1591315200","186074.6592"
"6/6/2020","1591401600","186023.9917"
"6/7/2020","1591488000","188580.2037"
"6/8/2020","1591574400","185010.9266"
"6/9/2020","1591660800","183292.2598"
"6/10/2020","1591747200","179062.9459"
"6/11/2020","1591833600","181450.5696"
"6/12/2020","1591920000","182327.0387"
"6/13/2020","1592006400","182747.7365"
"6/14/2020","1592092800","183596.2569"
"6/15/2020","1592179200","183324.2542"
"6/16/2020","1592265600","186231.7117"
"6/17/2020","1592352000","181591.9844"
"6/18/2020","1592438400","183042.3685"
"6/19/2020","1592524800","187071.0167"
"6/20/2020","1592611200","187926.7704"
"6/21/2020","1592697600","187588.6189"
"6/22/2020","1592784000","184143.0795"
"6/23/2020","1592870400","187652.3397"
"6/24/2020","1592956800","188992.2743"
"6/25/2020","1593043200","191614.8727"
"6/26/2020","1593129600","191549.0379"
"6/27/2020","1593216000","187756.7497"
"6/28/2020","1593302400","188072.1358"
"6/29/2020","1593388800","189963.4223"
"6/30/2020","1593475200","189228.7371"
"7/1/2020","1593561600","185545.7100"
"7/2/2020","1593648000","186918.4078"
"7/3/2020","1593734400","190406.3447"
"7/4/2020","1593820800","190449.2609"
"7/5/2020","1593907200","188952.1425"
"7/6/2020","1593993600","190273.3022"
"7/7/2020","1594080000","188128.8811"
"7/8/2020","1594166400","194438.6022"
"7/9/2020","1594252800","191400.8872"
"7/10/2020","1594339200","188557.7734"
"7/11/2020","1594425600","192487.6551"
"7/12/2020","1594512000","193606.8197"
"7/13/2020","1594598400","195185.0935"
"7/14/2020","1594684800","190762.5661"
"7/15/2020","1594771200","190147.5158"
"7/16/2020","1594857600","190666.2482"
"7/17/2020","1594944000","186762.8145"
"7/18/2020","1595030400","192865.5901"
"7/19/2020","1595116800","191833.4859"
"7/20/2020","1595203200","187914.2271"
"7/21/2020","1595289600","182592.6446"
"7/22/2020","1595376000","180690.7122"
"7/23/2020","1595462400","189843.8271"
"7/24/2020","1595548800","195802.2415"
"7/25/2020","1595635200","186965.8875"
"7/26/2020","1595721600","194586.5201"
"7/27/2020","1595808000","194650.5431"
"7/28/2020","1595894400","200572.0905"
"7/29/2020","1595980800","201604.2163"
"7/30/2020","1596067200","196434.3489"
"7/31/2020","1596153600","191051.4298"
"8/1/2020","1596240000","195149.3351"
"8/2/2020","1596326400","200624.1553"
"8/3/2020","1596412800","193873.5688"
"8/4/2020","1596499200","195108.6717"
"8/5/2020","1596585600","194383.8445"
"8/6/2020","1596672000","197226.2640"
"8/7/2020","1596758400","200371.0910"
"8/8/2020","1596844800","201237.8237"
"8/9/2020","1596931200","206618.5654"
"8/10/2020","1597017600","204235.9306"
"8/11/2020","1597104000","201388.7400"
"8/12/2020","1597190400","204993.2998"
"8/13/2020","1597276800","204911.4056"
"8/14/2020","1597363200","212972.5266"
"8/15/2020","1597449600","216288.0682"
"8/16/2020","1597536000","210989.8461"
"8/17/2020","1597622400","201924.5938"
"8/18/2020","1597708800","198715.7410"
"8/19/2020","1597795200","207161.0726"
"8/20/2020","1597881600","211546.0195"
"8/21/2020","1597968000","216400.1501"
"8/22/2020","1598054400","213028.1383"
"8/23/2020","1598140800","218512.3304"
"8/24/2020","1598227200","215700.7195"
"8/25/2020","1598313600","216519.2237"
"8/26/2020","1598400000","219546.5723"
"8/27/2020","1598486400","215614.0542"
"8/28/2020","1598572800","220801.5637"
"8/29/2020","1598659200","214522.2972"
"8/30/2020","1598745600","218630.3631"
"8/31/2020","1598832000","219795.4565"
"9/1/2020","1598918400","228234.5557"
"9/2/2020","1599004800","227655.0292"
"9/3/2020","1599091200","223022.8005"
"9/4/2020","1599177600","234450.5062"
"9/5/2020","1599264000","233423.1502"
"9/6/2020","1599350400","241698.6327"
"9/7/2020","1599436800","241281.8019"
"9/8/2020","1599523200","239313.3931"
"9/9/2020","1599609600","237497.0047"
"9/10/2020","1599696000","234123.9587"
"9/11/2020","1599782400","241833.8269"
"9/12/2020","1599868800","246616.9677"
"9/13/2020","1599955200","245792.1241"
"9/14/2020","1600041600","243008.2427"
"9/15/2020","1600128000","246299.1695"
"9/16/2020","1600214400","240506.6408"
"9/17/2020","1600300800","254113.4795"
"9/18/2020","1600387200","244661.5442"
"9/19/2020","1600473600","249157.4172"
"9/20/2020","1600560000","252148.0498"
"9/21/2020","1600646400","255543.1583"
"9/22/2020","1600732800","249373.9827"
"9/23/2020","1600819200","256221.4679"
"9/24/2020","1600905600","248121.4467"
"9/25/2020","1600992000","247769.8252"
"9/26/2020","1601078400","254199.3072"
"9/27/2020","1601164800","252519.4224"
"9/28/2020","1601251200","251418.9419"
"9/29/2020","1601337600","250888.4762"
"9/30/2020","1601424000","253214.6819"
"10/1/2020","1601510400","253031.2371"
"10/2/2020","1601596800","254357.3820"
"10/3/2020","1601683200","249457.7118"
"10/4/2020","1601769600","251323.8346"
"10/5/2020","1601856000","254987.7643"
"10/6/2020","1601942400","265383.1585"
"10/7/2020","1602028800","259382.3062"
"10/8/2020","1602115200","254594.1659"
"10/9/2020","1602201600","257731.4794"
"10/10/2020","1602288000","262559.7762"
"10/11/2020","1602374400","260752.4476"
"10/12/2020","1602460800","259780.9543"
"10/13/2020","1602547200","265919.1653"
"10/14/2020","1602633600","260079.1790"
"10/15/2020","1602720000","265545.7480"
"10/16/2020","1602806400","262450.2101"
"10/17/2020","1602892800","264144.0378"
"10/18/2020","1602979200","253714.0929"
"10/19/2020","1603065600","267424.9409"
"10/20/2020","1603152000","264326.5699"
"10/21/2020","1603238400","262889.3283"
"10/22/2020","1603324800","264632.0375"
"10/23/2020","1603411200","265293.0131"
"10/24/2020","1603497600","270618.4473"
"10/25/2020","1603584000","263123.7684"
"10/26/2020","1603670400","255042.5903"
"10/27/2020","1603756800","261270.7462"
"10/28/2020","1603843200","264434.5193"
"10/29/2020","1603929600","269899.6122"
"10/30/2020","1604016000","262882.3879"
"10/31/2020","1604102400","264362.7692"
"11/1/2020","1604188800","268618.7783"
"11/2/2020","1604275200","257635.8240"
"11/3/2020","1604361600","264416.6088"
"11/4/2020","1604448000","262921.7818"
"11/5/2020","1604534400","260937.2006"
"11/6/2020","1604620800","268987.9676"
"11/7/2020","1604707200","270855.0568"
"11/8/2020","1604793600","261643.3650"
"11/9/2020","1604880000","264378.0815"
"11/10/2020","1604966400","265163.0229"
"11/11/2020","1605052800","268484.3011"
"11/12/2020","1605139200","264618.1822"
"11/13/2020","1605225600","270725.9898"
"11/14/2020","1605312000","265454.2954"
"11/15/2020","1605398400","273273.2668"
"11/16/2020","1605484800","264013.4807"
"11/17/2020","1605571200","269938.1603"
"11/18/2020","1605657600","266830.9124"
"11/19/2020","1605744000","275283.4507"
"11/20/2020","1605830400","274936.7927"
"11/21/2020","1605916800","278233.8347"
"11/22/2020","1606003200","280235.5571"
"11/23/2020","1606089600","268619.2702"
"11/24/2020","1606176000","280066.8046"
"11/25/2020","1606262400","280107.1251"
"11/26/2020","1606348800","277569.0916"
"11/27/2020","1606435200","276594.2306"
"11/28/2020","1606521600","276630.2627"
"11/29/2020","1606608000","285270.8271"
"11/30/2020","1606694400","288183.5567"
"12/1/2020","1606780800","291797.5556"
"12/2/2020","1606867200","274311.2988"
"12/3/2020","1606953600","286334.5167"
"12/4/2020","1607040000","284417.8054"
"12/5/2020","1607126400","284714.3389"
"12/6/2020","1607212800","287939.1606"
"12/7/2020","1607299200","283120.0076"
"12/8/2020","1607385600","285510.2449"
"12/9/2020","1607472000","289906.1899"
"12/10/2020","1607558400","286073.0634"
"12/11/2020","1607644800","280182.3860"
"12/12/2020","1607731200","283508.9806"
"12/13/2020","1607817600","285898.3644"
"12/14/2020","1607904000","278583.3886"
"12/15/2020","1607990400","279636.5702"
"12/16/2020","1608076800","281807.8559"
"12/17/2020","1608163200","283549.4698"
"12/18/2020","1608249600","285546.1857"
"12/19/2020","1608336000","280966.9359"
"12/20/2020","1608422400","286901.0897"
"12/21/2020","1608508800","289574.4372"
"12/22/2020","1608595200","287688.3518"
"12/23/2020","1608681600","295181.6095"
"12/24/2020","1608768000","286676.6523"
"12/25/2020","1608854400","281844.0350"
"12/26/2020","1608940800","292173.1417"
"12/27/2020","1609027200","286869.8532"
"12/28/2020","1609113600","300739.6361"
"12/29/2020","1609200000","292932.1504"
"12/30/2020","1609286400","289658.8006"
"12/31/2020","1609372800","293670.9535"
"1/1/2021","1609459200","293762.6595"
"1/2/2021","1609545600","306346.6018"
"1/3/2021","1609632000","303868.9075"
"1/4/2021","1609718400","303251.2505"
"1/5/2021","1609804800","306097.1481"
"1/6/2021","1609891200","308011.7001"
"1/7/2021","1609977600","306700.5055"
"1/8/2021","1610064000","314493.4455"
"1/9/2021","1610150400","311835.6593"
"1/10/2021","1610236800","317391.2220"
"1/11/2021","1610323200","321688.6868"
"1/12/2021","1610409600","324396.8739"
"1/13/2021","1610496000","325770.1104"
"1/14/2021","1610582400","328131.9598"
"1/15/2021","1610668800","326202.6343"
"1/16/2021","1610755200","332255.1144"
"1/17/2021","1610841600","323388.4920"
"1/18/2021","1610928000","328427.9815"
"1/19/2021","1611014400","330782.0894"
"1/20/2021","1611100800","338213.5899"
"1/21/2021","1611187200","333611.3356"
"1/22/2021","1611273600","337203.7795"
"1/23/2021","1611360000","342782.1891"
"1/24/2021","1611446400","344284.8207"
"1/25/2021","1611532800","349323.0236"
"1/26/2021","1611619200","350582.3676"
"1/27/2021","1611705600","356131.1840"
"1/28/2021","1611792000","353864.8024"
"1/29/2021","1611878400","346680.4233"
"1/30/2021","1611964800","344782.5762"
"1/31/2021","1612051200","355631.6947"
"2/1/2021","1612137600","363456.7296"
"2/2/2021","1612224000","363476.4797"
"2/3/2021","1612310400","359884.1034"
"2/4/2021","1612396800","368332.2937"
"2/5/2021","1612483200","367925.2545"
"2/6/2021","1612569600","369168.7526"
"2/7/2021","1612656000","383343.6912"
"2/8/2021","1612742400","380557.1218"
"2/9/2021","1612828800","378192.1621"
"2/10/2021","1612915200","379900.8951"
"2/11/2021","1613001600","385283.5901"
"2/12/2021","1613088000","394544.4684"
"2/13/2021","1613174400","388371.9376"
"2/14/2021","1613260800","397958.5405"
"2/15/2021","1613347200","397183.1821"
"2/16/2021","1613433600","397159.1304"
"2/17/2021","1613520000","403378.9310"
"2/18/2021","1613606400","395667.3644"
"2/19/2021","1613692800","409076.0251"
"2/20/2021","1613779200","402686.4210"
"2/21/2021","1613865600","394283.8840"
"2/22/2021","1613952000","411064.5227"
"2/23/2021","1614038400","408130.2134"
"2/24/2021","1614124800","416083.7354"
"2/25/2021","1614211200","413567.4142"
"2/26/2021","1614297600","415820.2382"
"2/27/2021","1614384000","419010.0404"
"2/28/2021","1614470400","418148.8532"
"3/1/2021","1614556800","419972.2420"
"3/2/2021","1614643200","423581.9243"
"3/3/2021","1614729600","408669.6429"
"3/4/2021","1614816000","413048.9933"
"3/5/2021","1614902400","424898.9037"
"3/6/2021","1614988800","437561.5037"
"3/7/2021","1615075200","432345.8003"
"3/8/2021","1615161600","434026.8071"
"3/9/2021","1615248000","429447.3496"
"3/10/2021","1615334400","432057.6987"
"3/11/2021","1615420800","429179.5044"
"3/12/2021","1615507200","426231.8747"
"3/13/2021","1615593600","436440.2978"
"3/14/2021","1615680000","446680.9060"
"3/15/2021","1615766400","439958.3667"
"3/16/2021","1615852800","447640.4158"
"3/17/2021","1615939200","451434.9381"
"3/18/2021","1616025600","445481.0982"
"3/19/2021","1616112000","452384.3821"
"3/20/2021","1616198400","463782.8908"
"3/21/2021","1616284800","457142.7044"
"3/22/2021","1616371200","453702.2598"
"3/23/2021","1616457600","458818.2224"
"3/24/2021","1616544000","456644.1132"
"3/25/2021","1616630400","466920.5202"
"3/26/2021","1616716800","478075.4561"
"3/27/2021","1616803200","473457.0397"
"3/28/2021","1616889600","477351.3128"
"3/29/2021","1616976000","487236.7320"
"3/30/2021","1617062400","486381.4378"
"3/31/2021","1617148800","482269.2595"
"4/1/2021","1617235200","488263.6552"
"4/2/2021","1617321600","490883.6004"
"4/3/2021","1617408000","493933.1209"
"4/4/2021","1617494400","504661.3626"
"4/5/2021","1617580800","514496.8107"
"4/6/2021","1617667200","507911.9863"
"4/7/2021","1617753600","510173.0421"
"4/8/2021","1617840000","520164.6427"
"4/9/2021","1617926400","512284.6100"
"4/10/2021","1618012800","518135.0877"
"4/11/2021","1618099200","510258.7918"
"4/12/2021","1618185600","539964.1183"
"4/13/2021","1618272000","536439.3516"
"4/14/2021","1618358400","534784.8071"
"4/15/2021","1618444800","534788.5007"
"4/16/2021","1618531200","514120.6001"
"4/17/2021","1618617600","522224.9023"
"4/18/2021","1618704000","531046.4509"
"4/19/2021","1618790400","510461.8510"
"4/20/2021","1618876800","530846.8549"
"4/21/2021","1618963200","541356.0007"
"4/22/2021","1619049600","538949.1996"
"4/23/2021","1619136000","539129.7506"
"4/24/2021","1619222400","541480.4112"
"4/25/2021","1619308800","558255.7629"
"4/26/2021","1619395200","562430.6079"
"4/27/2021","1619481600","557235.5988"
"4/28/2021","1619568000","575053.3189"
"4/29/2021","1619654400","568263.8620"
"4/30/2021","1619740800","566158.3993"
"5/1/2021","1619827200","572189.3644"
"5/2/2021","1619913600","572049.1138"
